ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Marital_Divorced,Marital_Married,Marital_Single,Marital_Together,Marital_Widow,Age,Total_Dependents,Is_Parent,Total_Spending,Total_Purchases,Average_Spent,Tenure_Days,Total_Accepted_Cmp,Web_Ratio,Store_Ratio,Catalog_Ratio,Deals_Ratio,Ever_Accepted_Campaign,Wine_Ratio,Fruit_Ratio,Meat_Ratio,Fish_Ratio,Sweet_Ratio,Gold_Ratio,PurchaseCluster,DBSCAN_Cluster,Spending_Cluster
1994,1983,2.0,Married,51381.5,1,0,2013-11-15,11,5,5,6,0.0,2,1.0,1,1,0,2,7,0,0,0,0,0,0,0,False,True,False,False,False,42,1,1,19.0,3,6.333333333333333,4266,0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0,0.2631578947368421,0.2631578947368421,0.3157894736842105,0.0,0.1052631578947368,0.0526315789473684,0,0,2
387,1976,0.0,Married,7500.0,0,0,2012-11-13,59,6,16,11,11.0,1,16.0,1,2,0,3,8,0,0,0,0,0,0,0,False,True,False,False,False,49,0,0,61.0,5,12.2,4633,0,0.4,0.6,0.0,0.2,0,0.0983606557377049,0.2622950819672131,0.180327868852459,0.180327868852459,0.0163934426229508,0.2622950819672131,0,0,2
2125,1959,2.0,Divorced,63033.0,0,0,2013-11-15,82,194,61,480,120.5,81,30.0,1,3,4,8,2,0,0,0,0,0,0,0,True,False,False,False,False,66,0,0,966.5,15,64.43333333333334,4266,0,0.2,0.5333333333333333,0.2666666666666666,0.0666666666666666,0,0.2007242628039317,0.0631143300569063,0.4966373512674599,0.1246766683911019,0.0838075530263838,0.0310398344542162,2,0,1
8180,1952,3.0,Divorced,59354.0,1,1,2013-11-15,53,233,2,53,3.0,5,14.0,3,6,1,5,6,0,0,0,0,0,0,0,True,False,False,False,False,73,2,1,310.0,12,25.833333333333332,4266,0,0.5,0.4166666666666667,0.0833333333333333,0.25,0,0.7516129032258064,0.0064516129032258,0.1709677419354838,0.0096774193548387,0.0161290322580645,0.0451612903225806,1,0,0
2569,1987,2.0,Married,17323.0,0,0,2012-10-10,38,3,14,17,6.0,1,5.0,1,1,0,3,8,0,0,0,0,0,0,0,False,True,False,False,False,38,0,0,46.0,4,11.5,4667,0,0.25,0.75,0.0,0.25,0,0.0652173913043478,0.3043478260869565,0.3695652173913043,0.1304347826086956,0.0217391304347826,0.108695652173913,0,0,2
2114,1946,4.0,Single,82800.0,0,0,2012-11-24,23,1006,22,115,59.0,68,45.0,1,7,6,12,3,0,0,1,1,0,0,1,False,False,True,False,False,79,0,0,1315.0,25,52.6,4622,2,0.28,0.48,0.24,0.04,1,0.7650190114068441,0.0167300380228136,0.0874524714828897,0.0448669201520912,0.0517110266159695,0.0342205323193916,2,0,0
9736,1980,2.0,Married,41850.0,1,1,2012-12-24,51,53,5,19,2.0,13,4.0,3,3,0,3,8,0,0,0,0,0,0,0,False,True,False,False,False,45,2,1,96.0,6,16.0,4592,0,0.5,0.5,0.0,0.5,0,0.5520833333333334,0.0520833333333333,0.1979166666666666,0.0208333333333333,0.1354166666666666,0.0416666666666666,0,0,1
4939,1946,2.0,Together,37760.0,0,0,2012-08-31,20,84,5,38,120.5,12,28.0,2,4,1,6,7,0,0,0,0,0,0,0,False,False,False,True,False,79,0,0,287.5,11,26.136363636363637,4707,0,0.3636363636363636,0.5454545454545454,0.0909090909090909,0.1818181818181818,0,0.2921739130434783,0.017391304347826,0.1321739130434782,0.4191304347826087,0.0417391304347826,0.097391304347826,0,0,2
6565,1949,3.0,Married,76995.0,0,1,2013-03-28,91,1012,80,498,0.0,16,126.5,2,11,4,9,5,0,0,0,1,0,0,0,False,True,False,False,False,76,1,1,1732.5,24,72.1875,4498,1,0.4583333333333333,0.375,0.1666666666666666,0.0833333333333333,1,0.5841269841269842,0.0461760461760461,0.2874458874458874,0.0,0.0092352092352092,0.073015873015873,1,0,0
2278,1985,1.0,Single,33812.0,1,0,2012-11-03,86,4,17,19,30.0,24,39.0,2,2,1,3,6,0,0,0,0,0,0,0,False,False,True,False,False,40,1,1,133.0,6,22.166666666666668,4643,0,0.3333333333333333,0.5,0.1666666666666666,0.3333333333333333,0,0.0300751879699248,0.1278195488721804,0.1428571428571428,0.225563909774436,0.1804511278195488,0.2932330827067669,0,0,2
9360,1982,2.0,Married,37040.0,0,0,2012-08-08,41,86,2,73,69.0,38,48.0,1,4,2,5,8,0,0,0,0,0,0,0,False,True,False,False,False,43,0,0,316.0,11,28.727272727272727,4730,0,0.3636363636363636,0.4545454545454545,0.1818181818181818,0.0909090909090909,0,0.2721518987341772,0.0063291139240506,0.2310126582278481,0.2183544303797468,0.120253164556962,0.1518987341772152,0,0,2
5376,1979,2.0,Married,2447.0,1,0,2013-01-06,42,1,1,556,1.0,1,1.0,6,0,10,0,1,0,0,0,0,0,0,0,False,True,False,False,False,46,1,1,561.0,10,56.1,4579,0,0.0,0.0,1.0,0.6,0,0.0017825311942959,0.0017825311942959,0.9910873440285204,0.0017825311942959,0.0017825311942959,0.0017825311942959,2,-1,1
1993,1949,4.0,Married,58607.0,0,1,2012-12-23,63,867,0,86,0.0,0,19.0,3,2,3,9,8,0,1,0,0,0,0,0,False,True,False,False,False,76,1,1,972.0,14,69.42857142857143,4593,1,0.1428571428571428,0.6428571428571429,0.2142857142857142,0.2142857142857142,1,0.8919753086419753,0.0,0.088477366255144,0.0,0.0,0.0195473251028806,1,0,0
4047,1954,4.0,Married,65324.0,0,1,2014-01-11,0,384,0,102,21.0,32,5.0,3,6,2,9,4,0,0,0,0,0,0,0,False,True,False,False,False,71,1,1,544.0,17,32.0,4209,0,0.3529411764705882,0.5294117647058824,0.1176470588235294,0.1764705882352941,0,0.7058823529411765,0.0,0.1875,0.0386029411764705,0.0588235294117647,0.0091911764705882,1,0,0
1409,1951,2.0,Together,40689.0,0,1,2013-03-18,69,270,3,27,39.0,6,99.0,6,7,1,5,8,0,0,0,0,0,0,0,False,False,False,True,False,74,1,1,444.0,13,34.15384615384615,4508,0,0.5384615384615384,0.3846153846153846,0.0769230769230769,0.4615384615384615,0,0.6081081081081081,0.0067567567567567,0.0608108108108108,0.0878378378378378,0.0135135135135135,0.2229729729729729,1,0,0
7892,1969,2.0,Single,18589.0,0,0,2013-01-02,89,6,4,25,15.0,12,13.0,2,2,1,3,7,0,0,0,0,0,0,0,False,False,True,False,False,56,0,0,75.0,6,12.5,4583,0,0.3333333333333333,0.5,0.1666666666666666,0.3333333333333333,0,0.08,0.0533333333333333,0.3333333333333333,0.2,0.16,0.1733333333333333,0,0,2
2404,1976,2.0,Married,53359.0,1,1,2013-05-27,4,173,4,30,3.0,6,41.0,4,5,1,4,7,0,0,0,0,0,0,0,False,True,False,False,False,49,2,1,257.0,10,25.7,4438,0,0.5,0.4,0.1,0.4,0,0.6731517509727627,0.0155642023346303,0.1167315175097276,0.0116731517509727,0.0233463035019455,0.159533073929961,1,0,0
5255,1986,2.0,Single,51381.5,1,0,2013-02-20,19,5,1,3,3.0,81,126.5,0,12,0,0,1,0,0,0,0,0,0,0,False,False,True,False,False,39,1,1,219.5,12,18.291666666666668,4534,0,1.0,0.0,0.0,0.0,0,0.0227790432801822,0.0045558086560364,0.0136674259681093,0.0136674259681093,0.3690205011389522,0.5763097949886105,2,-1,2
9422,1989,2.0,Married,38360.0,1,0,2013-05-31,26,36,2,42,20.0,21,10.0,2,2,1,4,3,0,0,0,0,0,0,0,False,True,False,False,False,36,1,1,131.0,7,18.714285714285715,4434,0,0.2857142857142857,0.5714285714285714,0.1428571428571428,0.2857142857142857,0,0.2748091603053435,0.015267175572519,0.3206106870229007,0.1526717557251908,0.1603053435114503,0.0763358778625954,0,0,1
1966,1965,4.0,Married,84618.0,0,0,2013-11-22,96,684,81,556,21.0,66,0.0,1,6,9,10,2,0,0,1,0,0,0,0,False,True,False,False,False,60,0,0,1408.0,25,56.32,4259,1,0.24,0.4,0.36,0.04,1,0.4857954545454545,0.057528409090909,0.3948863636363636,0.0149147727272727,0.046875,0.0,2,0,1
6864,1989,3.0,Divorced,10979.0,0,0,2014-05-22,34,8,4,10,2.0,2,4.0,2,3,0,3,5,0,0,0,0,0,0,0,True,False,False,False,False,36,0,0,30.0,6,5.0,4078,0,0.5,0.5,0.0,0.3333333333333333,0,0.2666666666666666,0.1333333333333333,0.3333333333333333,0.0666666666666666,0.0666666666666666,0.1333333333333333,0,0,1
3033,1963,3.0,Together,38620.0,0,0,2013-05-11,56,112,17,44,34.0,22,89.0,1,2,5,3,3,0,0,0,0,0,0,0,False,False,False,True,False,62,0,0,318.0,10,31.8,4454,0,0.2,0.3,0.5,0.1,0,0.3522012578616352,0.0534591194968553,0.1383647798742138,0.1069182389937107,0.0691823899371069,0.279874213836478,2,0,2
5710,1970,2.0,Together,40548.0,0,1,2012-10-10,31,110,0,5,2.0,0,3.0,2,2,1,4,5,0,1,0,0,0,0,0,False,False,False,True,False,55,1,1,120.0,7,17.142857142857142,4667,1,0.2857142857142857,0.5714285714285714,0.1428571428571428,0.2857142857142857,1,0.9166666666666666,0.0,0.0416666666666666,0.0166666666666666,0.0,0.025,0,0,0
7373,1952,4.0,Divorced,46610.0,0,2,2012-10-29,8,96,12,96,33.0,22,43.0,6,4,1,6,6,0,0,0,0,0,0,1,True,False,False,False,False,73,2,1,302.0,11,27.454545454545453,4648,0,0.3636363636363636,0.5454545454545454,0.0909090909090909,0.5454545454545454,0,0.3178807947019867,0.0397350993377483,0.3178807947019867,0.1092715231788079,0.0728476821192053,0.1423841059602649,1,0,1
8755,1946,3.0,Married,68657.0,0,0,2013-02-20,4,482,34,471,119.0,68,22.0,1,3,5,9,7,0,0,0,0,0,0,0,False,True,False,False,False,79,0,0,1196.0,17,70.3529411764706,4534,0,0.1764705882352941,0.5294117647058824,0.2941176470588235,0.0588235294117647,0,0.403010033444816,0.0284280936454849,0.3938127090301003,0.0994983277591973,0.0568561872909698,0.0183946488294314,2,0,1
10738,1951,3.0,Single,49389.0,1,1,2013-08-29,55,40,0,19,2.0,1,3.0,1,2,0,3,7,0,0,0,0,0,0,0,False,False,True,False,False,74,2,1,65.0,5,13.0,4344,0,0.4,0.6,0.0,0.2,0,0.6153846153846154,0.0,0.2923076923076923,0.0307692307692307,0.0153846153846153,0.0461538461538461,0,0,0
4339,1970,4.0,Married,67353.0,0,1,2013-12-31,37,702,17,151,0.0,8,35.0,5,5,6,12,2,0,0,0,0,0,0,0,False,True,False,False,False,55,1,1,913.0,23,39.69565217391305,4220,0,0.217391304347826,0.5217391304347826,0.2608695652173913,0.217391304347826,0,0.768893756845564,0.0186199342825848,0.1653888280394304,0.0,0.008762322015334,0.0383351588170865,2,0,0
10755,1976,1.0,Married,23718.0,1,0,2013-09-02,76,6,3,14,15.0,7,36.0,3,3,1,2,7,0,0,0,0,0,0,0,False,True,False,False,False,49,1,1,81.0,6,13.5,4340,0,0.5,0.3333333333333333,0.1666666666666666,0.5,0,0.074074074074074,0.037037037037037,0.1728395061728395,0.1851851851851851,0.0864197530864197,0.4444444444444444,0,0,2
8595,1973,2.0,Widow,42429.0,0,1,2014-02-11,99,55,0,6,2.0,0,4.0,2,1,1,3,5,0,0,0,0,0,0,0,False,False,False,False,True,52,1,1,67.0,5,13.4,4178,0,0.2,0.6,0.2,0.4,0,0.8208955223880597,0.0,0.0895522388059701,0.0298507462686567,0.0,0.0597014925373134,0,0,0
2968,1943,4.0,Divorced,48948.0,0,0,2013-02-01,53,437,8,206,120.5,49,42.0,2,7,10,5,6,1,0,0,0,0,0,1,True,False,False,False,False,82,0,0,862.5,22,39.20454545454545,4553,1,0.3181818181818182,0.2272727272727272,0.4545454545454545,0.0909090909090909,1,0.5066666666666667,0.0092753623188405,0.2388405797101449,0.1397101449275362,0.0568115942028985,0.048695652173913,2,0,1
8601,1980,2.0,Married,80011.0,0,1,2013-04-29,3,421,76,536,82.0,81,102.0,2,8,6,5,4,0,0,0,0,0,0,0,False,True,False,False,False,45,1,1,1298.0,19,68.3157894736842,4466,0,0.4210526315789473,0.2631578947368421,0.3157894736842105,0.1052631578947368,0,0.3243451463790446,0.0585516178736517,0.4129429892141756,0.0631741140215716,0.0624036979969183,0.0785824345146379,2,0,1
503,1985,3.0,Married,20559.0,1,0,2013-03-12,88,13,1,29,3.0,0,7.0,2,2,0,3,8,0,0,0,0,0,0,0,False,True,False,False,False,40,1,1,53.0,5,10.6,4514,0,0.4,0.6,0.0,0.4,0,0.2452830188679245,0.0188679245283018,0.5471698113207547,0.0566037735849056,0.0,0.1320754716981132,0,0,1
8430,1957,2.0,Together,21994.0,0,1,2012-12-24,4,9,0,6,3.0,1,3.0,1,0,0,3,5,0,0,0,0,0,0,0,False,False,False,True,False,68,1,1,22.0,3,7.333333333333333,4592,0,0.0,1.0,0.0,0.3333333333333333,0,0.4090909090909091,0.0,0.2727272727272727,0.1363636363636363,0.0454545454545454,0.1363636363636363,0,0,1
7281,1959,4.0,Single,51381.5,0,0,2013-11-05,80,81,11,50,3.0,2,39.0,1,1,3,4,2,0,0,0,0,0,0,0,False,False,True,False,False,66,0,0,186.0,8,23.25,4276,0,0.125,0.5,0.375,0.125,0,0.4354838709677419,0.0591397849462365,0.2688172043010752,0.0161290322580645,0.010752688172043,0.2096774193548387,0,0,1
2139,1975,3.0,Married,7500.0,1,0,2013-10-02,19,3,1,10,3.0,2,12.0,3,2,0,3,5,0,0,0,0,0,0,0,False,True,False,False,False,50,1,1,31.0,5,6.2,4310,0,0.4,0.6,0.0,0.6,0,0.0967741935483871,0.032258064516129,0.3225806451612903,0.0967741935483871,0.064516129032258,0.3870967741935484,0,0,2
1371,1976,2.0,Single,79941.0,0,0,2014-06-28,72,123,81,266,120.5,30,126.5,1,2,4,9,1,0,0,0,0,0,0,0,False,False,True,False,False,49,0,0,747.0,15,49.8,4041,0,0.1333333333333333,0.6,0.2666666666666666,0.0666666666666666,0,0.1646586345381526,0.108433734939759,0.3560910307898259,0.1613119143239625,0.0401606425702811,0.1693440428380187,2,0,2
9909,1996,1.0,Married,7500.0,0,0,2012-11-09,24,3,18,14,15.0,22,50.0,3,3,1,3,9,0,0,0,0,0,0,1,False,True,False,False,False,29,0,0,122.0,7,17.428571428571427,4637,0,0.4285714285714285,0.4285714285714285,0.1428571428571428,0.4285714285714285,0,0.0245901639344262,0.1475409836065573,0.1147540983606557,0.1229508196721311,0.180327868852459,0.4098360655737705,0,0,2
7286,1968,2.0,Together,41728.0,1,0,2013-05-24,92,13,6,15,3.0,5,13.0,1,2,0,2,10,0,0,0,0,0,0,0,False,False,False,True,False,57,1,1,55.0,4,13.75,4441,0,0.5,0.5,0.0,0.25,0,0.2363636363636363,0.109090909090909,0.2727272727272727,0.0545454545454545,0.0909090909090909,0.2363636363636363,0,0,2
7244,1951,2.0,Single,51381.5,2,1,2014-01-01,96,48,5,48,6.0,10,7.0,3,2,1,4,6,0,0,0,0,0,0,0,False,False,True,False,False,74,3,1,124.0,7,17.714285714285715,4219,0,0.2857142857142857,0.5714285714285714,0.1428571428571428,0.4285714285714285,0,0.3870967741935484,0.0403225806451612,0.3870967741935484,0.0483870967741935,0.0806451612903225,0.0564516129032258,0,0,1
6566,1954,4.0,Married,72550.0,1,1,2012-11-08,39,826,50,317,50.0,38,38.0,6,5,2,12,8,0,0,0,0,0,0,0,False,True,False,False,False,71,2,1,1319.0,19,69.42105263157895,4638,0,0.2631578947368421,0.631578947368421,0.1052631578947368,0.3157894736842105,0,0.6262319939347991,0.0379075056861258,0.2403335860500379,0.0379075056861258,0.0288097043214556,0.0288097043214556,1,0,0
8614,1957,2.0,Widow,65486.0,0,1,2014-05-12,29,245,19,125,37.0,67,14.0,1,4,2,10,2,0,0,0,0,0,0,0,False,False,False,False,True,68,1,1,507.0,16,31.6875,4088,0,0.25,0.625,0.125,0.0625,0,0.4832347140039448,0.0374753451676528,0.2465483234714004,0.0729783037475345,0.1321499013806706,0.0276134122287968,2,0,1
4114,1964,3.0,Married,79143.0,0,0,2012-08-11,2,650,37,556,27.0,81,32.0,1,6,9,13,3,0,0,0,0,0,0,0,False,True,False,False,False,61,0,0,1383.0,28,49.392857142857146,4727,0,0.2142857142857142,0.4642857142857143,0.3214285714285714,0.0357142857142857,0,0.4699927693420101,0.0267534345625451,0.4020245842371656,0.0195227765726681,0.0585683297180043,0.0231381055676066,2,0,1
1331,1977,2.0,Single,35790.0,1,0,2013-01-02,54,12,6,20,30.0,1,3.0,2,2,0,3,7,0,0,0,0,0,0,0,False,False,True,False,False,48,1,1,72.0,5,14.4,4583,0,0.4,0.6,0.0,0.4,0,0.1666666666666666,0.0833333333333333,0.2777777777777778,0.4166666666666667,0.0138888888888888,0.0416666666666666,0,0,2
2225,1977,2.0,Divorced,82582.0,0,0,2014-06-07,54,510,81,550,120.5,40,126.5,1,4,9,7,1,1,0,0,1,0,0,1,True,False,False,False,False,48,0,0,1428.0,20,71.4,4062,2,0.2,0.35,0.45,0.05,1,0.3571428571428571,0.0567226890756302,0.3851540616246499,0.0843837535014005,0.0280112044817927,0.0885854341736694,2,0,1
9381,1978,2.0,Married,66373.0,1,1,2013-06-12,57,328,9,124,12.0,24,109.0,6,4,2,10,3,0,0,0,0,0,0,0,False,True,False,False,False,47,2,1,606.0,16,37.875,4422,0,0.25,0.625,0.125,0.375,0,0.5412541254125413,0.0148514851485148,0.2046204620462046,0.0198019801980198,0.0396039603960396,0.1798679867986798,1,0,0
6260,1955,3.0,Together,82384.0,0,0,2012-11-19,55,984,51,432,120.5,81,126.5,1,3,10,13,1,0,0,1,0,0,0,1,False,False,False,True,False,70,0,0,1795.0,26,69.03846153846153,4627,1,0.1153846153846153,0.5,0.3846153846153846,0.0384615384615384,1,0.5481894150417828,0.0284122562674094,0.2406685236768802,0.0671309192200557,0.045125348189415,0.0704735376044568,2,0,0
10383,1966,2.0,Divorced,70287.0,0,0,2013-04-02,30,295,35,482,120.5,81,40.0,1,5,5,10,3,0,0,0,0,0,0,1,True,False,False,False,False,59,0,0,1053.5,20,52.675,4493,0,0.25,0.5,0.25,0.05,0,0.2800189843379212,0.0332225913621262,0.4575225439012814,0.1143806359753203,0.0768865685809207,0.0379686758424299,2,0,1
7437,1988,2.0,Single,27938.0,1,0,2014-04-28,31,13,0,8,2.0,1,5.0,1,1,0,4,3,0,0,0,0,0,0,0,False,False,True,False,False,37,1,1,29.0,5,5.8,4102,0,0.2,0.8,0.0,0.2,0,0.4482758620689655,0.0,0.2758620689655172,0.0689655172413793,0.0344827586206896,0.1724137931034483,0,0,1
8557,1982,2.0,Single,51381.5,1,0,2013-06-17,57,11,3,22,2.0,2,6.0,2,2,0,3,6,0,0,0,0,0,0,0,False,False,True,False,False,43,1,1,46.0,5,9.2,4417,0,0.4,0.6,0.0,0.4,0,0.2391304347826087,0.0652173913043478,0.4782608695652174,0.0434782608695652,0.0434782608695652,0.1304347826086956,0,0,1
8375,1968,4.0,Married,55954.0,0,1,2014-03-03,63,447,0,28,0.0,0,43.0,3,8,2,6,7,0,0,0,0,0,0,0,False,True,False,False,False,57,1,1,518.0,16,32.375,4158,0,0.5,0.375,0.125,0.1875,0,0.862934362934363,0.0,0.054054054054054,0.0,0.0,0.083011583011583,1,0,0
6853,1982,3.0,Single,75777.0,0,0,2013-07-04,12,712,26,538,69.0,13,80.0,1,3,6,11,1,0,1,1,0,0,0,1,False,False,True,False,False,43,0,0,1438.0,20,71.9,4400,2,0.15,0.55,0.3,0.05,1,0.4951321279554937,0.0180806675938803,0.3741307371349096,0.0479833101529902,0.0090403337969401,0.0556328233657858,2,0,1
3076,1975,2.0,Together,66653.0,1,1,2012-09-07,18,452,18,102,16.0,18,6.0,4,4,2,12,3,0,0,0,0,0,0,0,False,False,False,True,False,50,2,1,612.0,18,34.0,4700,0,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.2222222222222222,0,0.738562091503268,0.0294117647058823,0.1666666666666666,0.0261437908496732,0.0294117647058823,0.0098039215686274,1,0,0
1012,1952,2.0,Single,61823.0,0,1,2013-02-18,26,523,7,134,37.0,14,126.5,4,8,2,10,7,0,0,0,0,0,0,0,False,False,True,False,False,73,1,1,841.5,20,42.075,4536,0,0.4,0.5,0.1,0.2,0,0.6215092097445039,0.0083184789067142,0.1592394533571004,0.0439691027926322,0.0166369578134284,0.1503267973856209,1,0,0
6518,1951,4.0,Widow,67680.0,0,1,2013-06-11,8,546,0,48,0.0,6,6.0,1,7,3,8,5,0,0,0,0,0,0,0,False,False,False,False,True,74,1,1,606.0,18,33.666666666666664,4423,0,0.3888888888888889,0.4444444444444444,0.1666666666666666,0.0555555555555555,0,0.900990099009901,0.0,0.0792079207920792,0.0,0.0099009900990099,0.0099009900990099,2,0,0
4137,1948,2.0,Together,70666.0,0,0,2013-12-06,29,398,40,367,119.0,81,30.0,1,7,4,4,4,0,0,0,0,0,0,0,False,False,False,True,False,77,0,0,1035.0,15,69.0,4245,0,0.4666666666666667,0.2666666666666666,0.2666666666666666,0.0666666666666666,0,0.3845410628019323,0.038647342995169,0.3545893719806763,0.114975845410628,0.0782608695652174,0.0289855072463768,2,0,1
8082,1971,2.0,Married,25721.0,1,0,2013-05-21,75,1,3,6,3.0,6,15.0,1,1,1,2,7,0,0,0,0,0,0,1,False,True,False,False,False,54,1,1,34.0,4,8.5,4444,0,0.25,0.5,0.25,0.25,0,0.0294117647058823,0.088235294117647,0.1764705882352941,0.088235294117647,0.1764705882352941,0.4411764705882353,0,0,2
1386,1967,2.0,Together,32474.0,1,1,2014-05-11,0,10,0,1,0.0,0,0.0,1,1,0,2,7,0,0,0,0,0,0,0,False,False,False,True,False,58,2,1,11.0,3,3.6666666666666665,4089,0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0,0.9090909090909092,0.0,0.0909090909090909,0.0,0.0,0.0,0,0,0
9369,1979,1.0,Single,88194.0,0,1,2014-03-19,19,688,14,309,120.5,24,38.0,1,11,10,10,5,1,0,0,1,0,0,1,False,False,True,False,False,46,1,1,1193.5,31,38.5,4142,2,0.3548387096774194,0.3225806451612903,0.3225806451612903,0.032258064516129,1,0.5764558022622539,0.0117302052785923,0.258902387934646,0.1009635525764558,0.0201089233347297,0.0318391286133221,2,0,0
4477,1958,2.0,Together,69096.0,0,1,2013-09-27,4,247,49,159,7.0,81,109.0,1,5,2,10,4,0,0,0,0,0,0,0,False,False,False,True,False,67,1,1,652.0,17,38.35294117647059,4315,0,0.2941176470588235,0.5882352941176471,0.1176470588235294,0.0588235294117647,0,0.3788343558282208,0.0751533742331288,0.2438650306748466,0.0107361963190184,0.1242331288343558,0.1671779141104294,2,0,1
