ID,Year_Birth,Education,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Marital_Divorced,Marital_Married,Marital_Single,Marital_Together,Marital_Widow,Age,Total_Dependents,Is_Parent,Total_Spending,Total_Purchases,Average_Spent,Tenure_Days,Total_Accepted_Cmp,Web_Ratio,Store_Ratio,Catalog_Ratio,Deals_Ratio,Ever_Accepted_Campaign,Wine_Ratio,Fruit_Ratio,Meat_Ratio,Fish_Ratio,Sweet_Ratio,Gold_Ratio,Engagement_Ratio,Activity_Index,Recency_Score,Tenure_Score,Lifecycle_Group
1994,1983,2.0,51381.5,1,0,2013-11-15,11,5,5,6,0.0,2,1.0,1,1,0,2,7,0,0,0,0,0,0,0,False,True,False,False,False,42,1,1,19.0,3,6.333333333333333,4264,0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0,0.2631578947368421,0.2631578947368421,0.3157894736842105,0.0,0.10526315789473684,0.05263157894736842,387.6363283966974,387.6363636363636,5,2,5-2
387,1976,0.0,7500.0,0,0,2012-11-13,59,6,16,11,11.0,1,16.0,1,2,0,3,8,0,0,0,0,0,0,0,False,True,False,False,False,49,0,0,61.0,5,12.2,4631,0,0.4,0.6,0.0,0.2,0,0.09836065573770492,0.26229508196721313,0.18032786885245902,0.18032786885245902,0.01639344262295082,0.26229508196721313,78.491524093364,78.49152542372882,3,5,3-5
2125,1959,2.0,63033.0,0,0,2013-11-15,82,194,61,480,120.5,81,30.0,1,3,4,8,2,0,0,0,0,0,0,0,True,False,False,False,False,66,0,0,966.5,15,64.43333333333334,4264,0,0.2,0.5333333333333333,0.26666666666666666,0.06666666666666667,0,0.2007242628039317,0.06311433005690636,0.4966373512674599,0.12467666839110192,0.08380755302638386,0.031039834454216243,51.99999936585367,52.0,1,2,1-2
8180,1952,3.0,59354.0,1,1,2013-11-15,53,233,2,53,3.0,5,14.0,3,6,1,5,6,0,0,0,0,0,0,0,True,False,False,False,False,73,2,1,310.0,12,25.833333333333332,4264,0,0.5,0.4166666666666667,0.08333333333333333,0.25,0,0.7516129032258064,0.0064516129032258064,0.17096774193548386,0.00967741935483871,0.016129032258064516,0.04516129032258064,80.45282867070135,80.45283018867924,3,2,3-2
2569,1987,2.0,17323.0,0,0,2012-10-10,38,3,14,17,6.0,1,5.0,1,1,0,3,8,0,0,0,0,0,0,0,False,True,False,False,False,38,0,0,46.0,4,11.5,4665,0,0.25,0.75,0.0,0.25,0,0.06521739130434782,0.30434782608695654,0.3695652173913043,0.13043478260869565,0.021739130434782608,0.10869565217391304,122.76315466412751,122.76315789473684,4,5,4-5
2114,1946,4.0,82800.0,0,0,2012-11-24,23,1006,22,115,59.0,68,45.0,1,7,6,12,3,0,0,1,1,0,0,1,False,False,True,False,False,79,0,0,1315.0,25,52.6,4620,2,0.28,0.48,0.24,0.04,1,0.7650190114068441,0.016730038022813688,0.08745247148288973,0.044866920152091254,0.05171102661596958,0.034220532319391636,200.8695564839323,200.8695652173913,4,5,4-5
9736,1980,2.0,41850.0,1,1,2012-12-24,51,53,5,19,2.0,13,4.0,3,3,0,3,8,0,0,0,0,0,0,0,False,True,False,False,False,45,2,1,96.0,6,16.0,4590,0,0.5,0.5,0.0,0.5,0,0.5520833333333334,0.052083333333333336,0.19791666666666666,0.020833333333333332,0.13541666666666666,0.041666666666666664,89.99999823529416,90.0,3,4,3-4
4939,1946,2.0,37760.0,0,0,2012-08-31,20,84,5,38,120.5,12,28.0,2,4,1,6,7,0,0,0,0,0,0,0,False,False,False,True,False,79,0,0,287.5,11,26.136363636363637,4705,0,0.36363636363636365,0.5454545454545454,0.09090909090909091,0.18181818181818182,0,0.2921739130434783,0.017391304347826087,0.13217391304347825,0.4191304347826087,0.04173913043478261,0.09739130434782609,235.2499882375006,235.25,4,5,4-5
6565,1949,3.0,76995.0,0,1,2013-03-28,91,1012,80,498,0.0,16,126.5,2,11,4,9,5,0,0,0,1,0,0,0,False,True,False,False,False,76,1,1,1732.5,24,72.1875,4496,1,0.4583333333333333,0.375,0.16666666666666666,0.08333333333333333,1,0.5841269841269842,0.046176046176046176,0.28744588744588745,0.0,0.009235209235209235,0.07301587301587302,49.40659286366382,49.40659340659341,1,4,1-4
2278,1985,1.0,33812.0,1,0,2012-11-03,86,4,17,19,30.0,24,39.0,2,2,1,3,6,0,0,0,0,0,0,0,False,False,True,False,False,40,1,1,133.0,6,22.166666666666668,4641,0,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0,0.03007518796992481,0.12781954887218044,0.14285714285714285,0.22556390977443608,0.18045112781954886,0.2932330827067669,53.965115651568425,53.96511627906977,1,5,1-5
9360,1982,2.0,37040.0,0,0,2012-08-08,41,86,2,73,69.0,38,48.0,1,4,2,5,8,0,0,0,0,0,0,0,False,True,False,False,False,43,0,0,316.0,11,28.727272727272727,4728,0,0.36363636363636365,0.45454545454545453,0.18181818181818182,0.09090909090909091,0,0.2721518987341772,0.006329113924050633,0.2310126582278481,0.21835443037974683,0.12025316455696203,0.1518987341772152,115.31707035812025,115.31707317073172,3,5,3-5
5376,1979,2.0,2447.0,1,0,2013-01-06,42,1,1,556,1.0,1,1.0,6,0,10,0,1,0,0,0,0,0,0,0,False,True,False,False,False,46,1,1,561.0,10,56.1,4577,0,0.0,0.0,1.0,0.6,0,0.0017825311942959,0.0017825311942959,0.9910873440285205,0.0017825311942959,0.0017825311942959,0.0017825311942959,108.97618788151934,108.97619047619047,3,4,3-4
1993,1949,4.0,58607.0,0,1,2012-12-23,63,867,0,86,0.0,0,19.0,3,2,3,9,8,0,1,0,0,0,0,0,False,True,False,False,False,76,1,1,972.0,14,69.42857142857143,4591,1,0.14285714285714285,0.6428571428571429,0.21428571428571427,0.21428571428571427,1,0.8919753086419753,0.0,0.08847736625514403,0.0,0.0,0.01954732510288066,72.87301471630136,72.87301587301587,2,4,2-4
4047,1954,4.0,65324.0,0,1,2014-01-11,0,384,0,102,21.0,32,5.0,3,6,2,9,4,0,0,0,0,0,0,0,False,True,False,False,False,71,1,1,544.0,17,32.0,4207,0,0.35294117647058826,0.5294117647058824,0.11764705882352941,0.17647058823529413,0,0.7058823529411765,0.0,0.1875,0.03860294117647059,0.058823529411764705,0.009191176470588236,4207000000.0,inf,5,2,5-2
1409,1951,2.0,40689.0,0,1,2013-03-18,69,270,3,27,39.0,6,99.0,6,7,1,5,8,0,0,0,0,0,0,0,False,False,False,True,False,74,1,1,444.0,13,34.15384615384615,4506,0,0.5384615384615384,0.38461538461538464,0.07692307692307693,0.46153846153846156,0,0.6081081081081081,0.006756756756756757,0.060810810810810814,0.08783783783783784,0.013513513513513514,0.22297297297297297,65.30434687964716,65.30434782608695,2,4,2-4
7892,1969,2.0,18589.0,0,0,2013-01-02,89,6,4,25,15.0,12,13.0,2,2,1,3,7,0,0,0,0,0,0,0,False,False,True,False,False,56,0,0,75.0,6,12.5,4581,0,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0,0.08,0.05333333333333334,0.3333333333333333,0.2,0.16,0.17333333333333334,51.47190953402349,51.47191011235955,1,4,1-4
2404,1976,2.0,53359.0,1,1,2013-05-27,4,173,4,30,3.0,6,41.0,4,5,1,4,7,0,0,0,0,0,0,0,False,True,False,False,False,49,2,1,257.0,10,25.7,4436,0,0.5,0.4,0.1,0.4,0,0.6731517509727627,0.01556420233463035,0.11673151750972763,0.011673151750972763,0.023346303501945526,0.15953307392996108,1108.9997227500692,1109.0,5,3,5-3
5255,1986,2.0,51381.5,1,0,2013-02-20,19,5,1,3,3.0,81,126.5,0,12,0,0,1,0,0,0,0,0,0,0,False,False,True,False,False,39,1,1,219.5,12,18.291666666666668,4532,0,1.0,0.0,0.0,0.0,0,0.022779043280182234,0.004555808656036446,0.01366742596810934,0.01366742596810934,0.3690205011389522,0.5763097949886105,238.5263032354577,238.52631578947367,5,4,5-4
9422,1989,2.0,38360.0,1,0,2013-05-31,26,36,2,42,20.0,21,10.0,2,2,1,4,3,0,0,0,0,0,0,0,False,True,False,False,False,36,1,1,131.0,7,18.714285714285715,4432,0,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.2857142857142857,0,0.2748091603053435,0.015267175572519083,0.32061068702290074,0.15267175572519084,0.16030534351145037,0.07633587786259542,170.4615319053257,170.46153846153848,4,3,4-3
1966,1965,4.0,84618.0,0,0,2013-11-22,96,684,81,556,21.0,66,0.0,1,6,9,10,2,0,0,1,0,0,0,0,False,True,False,False,False,60,0,0,1408.0,25,56.32,4257,1,0.24,0.4,0.36,0.04,1,0.48579545454545453,0.05752840909090909,0.39488636363636365,0.014914772727272728,0.046875,0.0,44.343749538085945,44.34375,1,2,1-2
6864,1989,3.0,10979.0,0,0,2014-05-22,34,8,4,10,2.0,2,4.0,2,3,0,3,5,0,0,0,0,0,0,0,True,False,False,False,False,36,0,0,30.0,6,5.0,4076,0,0.5,0.5,0.0,0.3333333333333333,0,0.26666666666666666,0.13333333333333333,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,119.88234941522502,119.88235294117646,4,1,4-1
3033,1963,3.0,38620.0,0,0,2013-05-11,56,112,17,44,34.0,22,89.0,1,2,5,3,3,0,0,0,0,0,0,0,False,False,False,True,False,62,0,0,318.0,10,31.8,4452,0,0.2,0.3,0.5,0.1,0,0.3522012578616352,0.05345911949685535,0.13836477987421383,0.1069182389937107,0.06918238993710692,0.279874213836478,79.49999858035717,79.5,3,3,3-3
5710,1970,2.0,40548.0,0,1,2012-10-10,31,110,0,5,2.0,0,3.0,2,2,1,4,5,0,1,0,0,0,0,0,False,False,False,True,False,55,1,1,120.0,7,17.142857142857142,4665,1,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.2857142857142857,1,0.9166666666666666,0.0,0.041666666666666664,0.016666666666666666,0.0,0.025,150.48386611342366,150.48387096774192,4,5,4-5
7373,1952,4.0,46610.0,0,2,2012-10-29,8,96,12,96,33.0,22,43.0,6,4,1,6,6,0,0,0,0,0,0,1,True,False,False,False,False,73,2,1,302.0,11,27.454545454545453,4646,0,0.36363636363636365,0.5454545454545454,0.09090909090909091,0.5454545454545454,0,0.31788079470198677,0.039735099337748346,0.31788079470198677,0.10927152317880795,0.0728476821192053,0.1423841059602649,580.7499274062591,580.75,5,5,5-5
8755,1946,3.0,68657.0,0,0,2013-02-20,4,482,34,471,119.0,68,22.0,1,3,5,9,7,0,0,0,0,0,0,0,False,True,False,False,False,79,0,0,1196.0,17,70.3529411764706,4532,0,0.17647058823529413,0.5294117647058824,0.29411764705882354,0.058823529411764705,0,0.40301003344481606,0.028428093645484948,0.39381270903010035,0.09949832775919733,0.056856187290969896,0.01839464882943144,1132.9997167500708,1133.0,5,4,5-4
10738,1951,3.0,49389.0,1,1,2013-08-29,55,40,0,19,2.0,1,3.0,1,2,0,3,7,0,0,0,0,0,0,0,False,False,True,False,False,74,2,1,65.0,5,13.0,4342,0,0.4,0.6,0.0,0.2,0,0.6153846153846154,0.0,0.2923076923076923,0.03076923076923077,0.015384615384615385,0.046153846153846156,78.94545311008268,78.94545454545454,3,3,3-3
4339,1970,4.0,67353.0,0,1,2013-12-31,37,702,17,151,0.0,8,35.0,5,5,6,12,2,0,0,0,0,0,0,0,False,True,False,False,False,55,1,1,913.0,23,39.69565217391305,4218,0,0.21739130434782608,0.5217391304347826,0.2608695652173913,0.21739130434782608,0,0.768893756845564,0.018619934282584884,0.16538882803943045,0.0,0.008762322015334063,0.038335158817086525,113.99999691891901,114.0,4,2,4-2
10755,1976,1.0,23718.0,1,0,2013-09-02,76,6,3,14,15.0,7,36.0,3,3,1,2,7,0,0,0,0,0,0,0,False,True,False,False,False,49,1,1,81.0,6,13.5,4338,0,0.5,0.3333333333333333,0.16666666666666666,0.5,0,0.07407407407407407,0.037037037037037035,0.1728395061728395,0.18518518518518517,0.08641975308641975,0.4444444444444444,57.078946617382286,57.07894736842105,2,3,2-3
8595,1973,2.0,42429.0,0,1,2014-02-11,99,55,0,6,2.0,0,4.0,2,1,1,3,5,0,0,0,0,0,0,0,False,False,False,False,True,52,1,1,67.0,5,13.4,4176,0,0.2,0.6,0.2,0.4,0,0.8208955223880597,0.0,0.08955223880597014,0.029850746268656716,0.0,0.05970149253731343,42.18181775573922,42.18181818181819,1,1,1-1
2968,1943,4.0,48948.0,0,0,2013-02-01,53,437,8,206,120.5,49,42.0,2,7,10,5,6,1,0,0,0,0,0,1,True,False,False,False,False,82,0,0,862.5,22,39.20454545454545,4551,1,0.3181818181818182,0.22727272727272727,0.45454545454545453,0.09090909090909091,1,0.5066666666666667,0.00927536231884058,0.23884057971014494,0.13971014492753622,0.05681159420289855,0.04869565217391304,85.86792290815241,85.86792452830188,3,4,3-4
8601,1980,2.0,80011.0,0,1,2013-04-29,3,421,76,536,82.0,81,102.0,2,8,6,5,4,0,0,0,0,0,0,0,False,True,False,False,False,45,1,1,1298.0,19,68.3157894736842,4464,0,0.42105263157894735,0.2631578947368421,0.3157894736842105,0.10526315789473684,0,0.32434514637904466,0.05855161787365177,0.41294298921417566,0.06317411402157165,0.062403697996918334,0.07858243451463791,1487.9995040001652,1488.0,5,4,5-4
503,1985,3.0,20559.0,1,0,2013-03-12,88,13,1,29,3.0,0,7.0,2,2,0,3,8,0,0,0,0,0,0,0,False,True,False,False,False,40,1,1,53.0,5,10.6,4512,0,0.4,0.6,0.0,0.4,0,0.24528301886792453,0.018867924528301886,0.5471698113207547,0.05660377358490566,0.0,0.1320754716981132,51.27272669008265,51.27272727272727,1,4,1-4
8430,1957,2.0,21994.0,0,1,2012-12-24,4,9,0,6,3.0,1,3.0,1,0,0,3,5,0,0,0,0,0,0,0,False,False,False,True,False,68,1,1,22.0,3,7.333333333333333,4590,0,0.0,1.0,0.0,0.3333333333333333,0,0.4090909090909091,0.0,0.2727272727272727,0.13636363636363635,0.045454545454545456,0.13636363636363635,1147.4997131250716,1147.5,5,4,5-4
7281,1959,4.0,51381.5,0,0,2013-11-05,80,81,11,50,3.0,2,39.0,1,1,3,4,2,0,0,0,0,0,0,0,False,False,True,False,False,66,0,0,186.0,8,23.25,4274,0,0.125,0.5,0.375,0.125,0,0.43548387096774194,0.05913978494623656,0.26881720430107525,0.016129032258064516,0.010752688172043012,0.20967741935483872,53.42499933218751,53.425000000000004,1,2,1-2
2139,1975,3.0,7500.0,1,0,2013-10-02,19,3,1,10,3.0,2,12.0,3,2,0,3,5,0,0,0,0,0,0,0,False,True,False,False,False,50,1,1,31.0,5,6.2,4308,0,0.4,0.6,0.0,0.6,0,0.0967741935483871,0.03225806451612903,0.3225806451612903,0.0967741935483871,0.06451612903225806,0.3870967741935484,226.73683017174577,226.73684210526315,5,2,5-2
1371,1976,2.0,79941.0,0,0,2014-06-28,72,123,81,266,120.5,30,126.5,1,2,4,9,1,0,0,0,0,0,0,0,False,False,True,False,False,49,0,0,747.0,15,49.8,4039,0,0.13333333333333333,0.6,0.26666666666666666,0.06666666666666667,0,0.1646586345381526,0.10843373493975904,0.35609103078982596,0.16131191432396252,0.040160642570281124,0.16934404283801874,56.09722144309415,56.09722222222222,2,1,2-1
9909,1996,1.0,7500.0,0,0,2012-11-09,24,3,18,14,15.0,22,50.0,3,3,1,3,9,0,0,0,0,0,0,1,False,True,False,False,False,29,0,0,122.0,7,17.428571428571427,4635,0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.42857142857142855,0,0.02459016393442623,0.14754098360655737,0.11475409836065574,0.12295081967213115,0.18032786885245902,0.4098360655737705,193.12499195312532,193.125,4,5,4-5
7286,1968,2.0,41728.0,1,0,2013-05-24,92,13,6,15,3.0,5,13.0,1,2,0,2,10,0,0,0,0,0,0,0,False,False,False,True,False,57,1,1,55.0,4,13.75,4439,0,0.5,0.5,0.0,0.25,0,0.23636363636363636,0.10909090909090909,0.2727272727272727,0.05454545454545454,0.09090909090909091,0.23636363636363636,48.24999947554348,48.25,1,3,1-3
7244,1951,2.0,51381.5,2,1,2014-01-01,96,48,5,48,6.0,10,7.0,3,2,1,4,6,0,0,0,0,0,0,0,False,False,True,False,False,74,3,1,124.0,7,17.714285714285715,4217,0,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.42857142857142855,0,0.3870967741935484,0.04032258064516129,0.3870967741935484,0.04838709677419355,0.08064516129032258,0.056451612903225805,43.92708287575955,43.92708333333333,1,2,1-2
6566,1954,4.0,72550.0,1,1,2012-11-08,39,826,50,317,50.0,38,38.0,6,5,2,12,8,0,0,0,0,0,0,0,False,True,False,False,False,71,2,1,1319.0,19,69.42105263157895,4636,0,0.2631578947368421,0.631578947368421,0.10526315789473684,0.3157894736842105,0,0.6262319939347991,0.03790750568612585,0.2403335860500379,0.03790750568612585,0.02880970432145565,0.02880970432145565,118.87179182380022,118.87179487179486,4,5,4-5
8614,1957,2.0,65486.0,0,1,2014-05-12,29,245,19,125,37.0,67,14.0,1,4,2,10,2,0,0,0,0,0,0,0,False,False,False,False,True,68,1,1,507.0,16,31.6875,4086,0,0.25,0.625,0.125,0.0625,0,0.4832347140039448,0.03747534516765286,0.2465483234714004,0.07297830374753451,0.13214990138067062,0.027613412228796843,140.8965468656363,140.89655172413794,4,1,4-1
4114,1964,3.0,79143.0,0,0,2012-08-11,2,650,37,556,27.0,81,32.0,1,6,9,13,3,0,0,0,0,0,0,0,False,True,False,False,False,61,0,0,1383.0,28,49.392857142857146,4725,0,0.21428571428571427,0.4642857142857143,0.32142857142857145,0.03571428571428571,0,0.4699927693420101,0.02675343456254519,0.4020245842371656,0.019522776572668113,0.05856832971800434,0.023138105567606652,2362.4988187505905,2362.5,5,5,5-5
1331,1977,2.0,35790.0,1,0,2013-01-02,54,12,6,20,30.0,1,3.0,2,2,0,3,7,0,0,0,0,0,0,0,False,False,True,False,False,48,1,1,72.0,5,14.4,4581,0,0.4,0.6,0.0,0.4,0,0.16666666666666666,0.08333333333333333,0.2777777777777778,0.4166666666666667,0.013888888888888888,0.041666666666666664,84.83333176234571,84.83333333333333,3,4,3-4
2225,1977,2.0,82582.0,0,0,2014-06-07,54,510,81,550,120.5,40,126.5,1,4,9,7,1,1,0,0,1,0,0,1,True,False,False,False,False,48,0,0,1428.0,20,71.4,4060,2,0.2,0.35,0.45,0.05,1,0.35714285714285715,0.05672268907563025,0.3851540616246499,0.08438375350140057,0.028011204481792718,0.08858543417366947,75.18518379286697,75.18518518518518,3,1,3-1
9381,1978,2.0,66373.0,1,1,2013-06-12,57,328,9,124,12.0,24,109.0,6,4,2,10,3,0,0,0,0,0,0,0,False,True,False,False,False,47,2,1,606.0,16,37.875,4420,0,0.25,0.625,0.125,0.375,0,0.5412541254125413,0.01485148514851485,0.20462046204620463,0.019801980198019802,0.039603960396039604,0.17986798679867988,77.54385828870424,77.54385964912281,3,3,3-3
6260,1955,3.0,82384.0,0,0,2012-11-19,55,984,51,432,120.5,81,126.5,1,3,10,13,1,0,0,1,0,0,0,1,False,False,False,True,False,70,0,0,1795.0,26,69.03846153846153,4625,1,0.11538461538461539,0.5,0.38461538461538464,0.038461538461538464,1,0.5481894150417828,0.02841225626740947,0.2406685236768802,0.06713091922005571,0.04512534818941504,0.07047353760445682,84.0909075619835,84.0909090909091,3,5,3-5
10383,1966,2.0,70287.0,0,0,2013-04-02,30,295,35,482,120.5,81,40.0,1,5,5,10,3,0,0,0,0,0,0,1,True,False,False,False,False,59,0,0,1053.5,20,52.675,4491,0,0.25,0.5,0.25,0.05,0,0.2800189843379212,0.03322259136212625,0.45752254390128144,0.11438063597532036,0.07688656858092074,0.037968675842429994,149.69999501000015,149.7,4,4,4-4
7437,1988,2.0,27938.0,1,0,2014-04-28,31,13,0,8,2.0,1,5.0,1,1,0,4,3,0,0,0,0,0,0,0,False,False,True,False,False,37,1,1,29.0,5,5.8,4100,0,0.2,0.8,0.0,0.2,0,0.4482758620689655,0.0,0.27586206896551724,0.06896551724137931,0.034482758620689655,0.1724137931034483,132.25806024974,132.25806451612902,4,1,4-1
8557,1982,2.0,51381.5,1,0,2013-06-17,57,11,3,22,2.0,2,6.0,2,2,0,3,6,0,0,0,0,0,0,0,False,False,True,False,False,43,1,1,46.0,5,9.2,4415,0,0.4,0.6,0.0,0.4,0,0.2391304347826087,0.06521739130434782,0.4782608695652174,0.043478260869565216,0.043478260869565216,0.13043478260869565,77.45613899199756,77.45614035087719,3,3,3-3
8375,1968,4.0,55954.0,0,1,2014-03-03,63,447,0,28,0.0,0,43.0,3,8,2,6,7,0,0,0,0,0,0,0,False,True,False,False,False,57,1,1,518.0,16,32.375,4156,0,0.5,0.375,0.125,0.1875,0,0.862934362934363,0.0,0.05405405405405406,0.0,0.0,0.08301158301158301,65.96825292113884,65.96825396825396,2,1,2-1
6853,1982,3.0,75777.0,0,0,2013-07-04,12,712,26,538,69.0,13,80.0,1,3,6,11,1,0,1,1,0,0,0,1,False,False,True,False,False,43,0,0,1438.0,20,71.9,4398,2,0.15,0.55,0.3,0.05,1,0.4951321279554937,0.01808066759388039,0.3741307371349096,0.04798331015299027,0.009040333796940195,0.055632823365785816,366.4999694583359,366.5,5,3,5-3
3076,1975,2.0,66653.0,1,1,2012-09-07,18,452,18,102,16.0,18,6.0,4,4,2,12,3,0,0,0,0,0,0,0,False,False,False,True,False,50,2,1,612.0,18,34.0,4698,0,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.2222222222222222,0,0.738562091503268,0.029411764705882353,0.16666666666666666,0.026143790849673203,0.029411764705882353,0.00980392156862745,260.9999855000008,261.0,5,5,5-5
1012,1952,2.0,61823.0,0,1,2013-02-18,26,523,7,134,37.0,14,126.5,4,8,2,10,7,0,0,0,0,0,0,0,False,False,True,False,False,73,1,1,841.5,20,42.075,4534,0,0.4,0.5,0.1,0.2,0,0.6215092097445039,0.008318478906714201,0.1592394533571004,0.043969102792632206,0.016636957813428402,0.1503267973856209,174.38460867751505,174.3846153846154,4,4,4-4
6518,1951,4.0,67680.0,0,1,2013-06-11,8,546,0,48,0.0,6,6.0,1,7,3,8,5,0,0,0,0,0,0,0,False,False,False,False,True,74,1,1,606.0,18,33.666666666666664,4421,0,0.3888888888888889,0.4444444444444444,0.16666666666666666,0.05555555555555555,0,0.900990099009901,0.0,0.07920792079207921,0.0,0.009900990099009901,0.009900990099009901,552.6249309218837,552.625,5,3,5-3
